,author_type,url,floor,floors_count,rooms_count,total_meters,price,district,lat,lon
123,realtor,https://www.cian.ru/sale/flat/299417295/,7.0,9.0,2.0,45.0,11300000,Перово,55.758104349999996,37.75985672357663
124,realtor,https://www.cian.ru/sale/flat/296043394/,6.0,9.0,1.0,31.3,10600000,Лефортово,55.75277065,37.71106940442228
126,real_estate_agent,https://www.cian.ru/sale/flat/299248422/,2.0,3.0,1.0,15.9,4400000,Лефортово,55.74615045,37.70557476834783
127,realtor,https://www.cian.ru/sale/flat/298902914/,7.0,8.0,4.0,84.0,19800000,Лефортово,55.744907850000004,37.7209210918536
128,realtor,https://www.cian.ru/sale/flat/292636666/,6.0,9.0,2.0,59.7,17500000,Лефортово,55.7543394,37.7100573
129,homeowner,https://www.cian.ru/sale/flat/296684830/,5.0,10.0,3.0,60.6,26500000,Лефортово,55.7585445,37.685285
130,real_estate_agent,https://www.cian.ru/sale/flat/298528182/,5.0,5.0,2.0,43.9,11900000,Лефортово,55.75003675,37.71553404428512
131,unknown,https://www.cian.ru/sale/flat/291832939/,4.0,5.0,4.0,87.6,18500000,Лефортово,55.750681,37.7173684
132,unknown,https://www.cian.ru/sale/flat/295598109/,2.0,6.0,2.0,60.0,14000000,Лефортово,55.749921900000004,37.70485587295686
133,realtor,https://www.cian.ru/sale/flat/299591602/,6.0,9.0,2.0,36.5,13500000,Перово,55.7574398,37.75862965
134,realtor,https://www.cian.ru/sale/flat/297968483/,9.0,28.0,2.0,60.0,30000000,Лефортово,55.7516085,37.6992828
135,homeowner,https://www.cian.ru/sale/flat/299387142/,1.0,16.0,3.0,60.4,16900000,Лефортово,55.7468976,37.70291173017739
136,unknown,https://www.cian.ru/sale/flat/298028269/,4.0,5.0,2.0,44.0,13500000,Лефортово,55.75003675,37.71553404428512
137,realtor,https://www.cian.ru/sale/flat/299180829/,2.0,5.0,2.0,42.8,12000000,Соколиная гора,55.755597550000005,37.718800678182234
138,realtor,https://www.cian.ru/sale/flat/298346807/,10.0,10.0,1.0,19.7,10350000,Лефортово,55.7585445,37.685285
139,homeowner,https://www.cian.ru/sale/flat/299986165/,20.0,21.0,2.0,93.0,50000000,Лефортово,55.7456706,37.704944
140,homeowner,https://www.cian.ru/sale/flat/299027406/,9.0,20.0,3.0,85.0,29495000,Лефортово,55.7585445,37.685285
141,homeowner,https://www.cian.ru/sale/flat/300059061/,10.0,27.0,3.0,97.3,42000000,Лефортово,55.7509339,37.70581703825712
143,real_estate_agent,https://www.cian.ru/sale/flat/299249284/,2.0,3.0,1.0,18.9,5000000,Лефортово,55.74615045,37.70557476834783
144,realtor,https://www.cian.ru/sale/flat/298689111/,13.0,14.0,1.0,38.0,10700000,Лефортово,55.7453464,37.70236578673334
145,realtor,https://www.cian.ru/sale/flat/300065274/,10.0,27.0,4.0,97.3,42000000,Лефортово,55.7509339,37.70581703825712
147,homeowner,https://www.cian.ru/sale/flat/299434247/,1.0,5.0,2.0,58.0,20000000,Лефортово,55.7582584,37.717346199999994
148,realtor,https://www.cian.ru/sale/flat/299029387/,3.0,5.0,4.0,103.0,23250000,Соколиная гора,55.7547558,37.7190943
149,realtor,https://www.cian.ru/sale/flat/298655223/,21.0,23.0,2.0,51.0,23800000,Лефортово,55.7585445,37.685285
150,homeowner,https://www.cian.ru/sale/flat/298011109/,15.0,21.0,2.0,80.6,27300000,Лефортово,55.7456706,37.704944
151,realtor,https://www.cian.ru/sale/flat/299410701/,9.0,23.0,1.0,38.0,16700000,Лефортово,55.7585445,37.685285
152,realtor,https://www.cian.ru/sale/flat/299360605/,9.0,28.0,1.0,25.0,13000000,Лефортово,55.7516085,37.6992828
153,homeowner,https://www.cian.ru/sale/flat/295252218/,4.0,8.0,4.0,105.0,26800000,Перово,55.7593651,37.7593466
154,unknown,https://www.cian.ru/sale/flat/299134906/,3.0,9.0,3.0,51.3,14700000,Лефортово,55.744895799999995,37.70545212360704
155,homeowner,https://www.cian.ru/sale/flat/298504819/,14.0,28.0,1.0,24.6,11500000,Лефортово,55.75081925,37.706651667974654
156,unknown,https://www.cian.ru/sale/flat/299344556/,3.0,8.0,3.0,84.0,19000000,Перово,55.7593651,37.7593466
157,homeowner,https://www.cian.ru/sale/flat/291489704/,3.0,28.0,2.0,72.0,46500000,Лефортово,55.7516085,37.6992828
158,real_estate_agent,https://www.cian.ru/sale/flat/299338657/,3.0,17.0,2.0,63.6,35000000,Лефортово,55.7523091,37.6992687
159,realtor,https://www.cian.ru/sale/flat/299905604/,3.0,23.0,1.0,24.2,11750000,Лефортово,55.753028349999994,37.70907553983773
160,realtor,https://www.cian.ru/sale/flat/297933121/,17.0,23.0,3.0,89.0,37500000,Лефортово,55.7585445,37.685285
161,homeowner,https://www.cian.ru/sale/flat/297005443/,9.0,26.0,1.0,30.1,16900000,Лефортово,55.755748,37.7054757
162,realtor,https://www.cian.ru/sale/flat/294581749/,11.0,33.0,1.0,35.7,16400000,Лефортово,55.7585445,37.685285
164,homeowner,https://www.cian.ru/sale/flat/297808548/,18.0,27.0,2.0,58.7,30800000,Лефортово,55.7519627,37.7020754
165,homeowner,https://www.cian.ru/sale/flat/298174435/,10.0,21.0,2.0,59.0,31000000,Лефортово,55.7456706,37.704944
166,homeowner,https://www.cian.ru/sale/flat/298709020/,7.0,20.0,3.0,75.6,44000000,Лефортово,55.7516085,37.6992828
167,homeowner,https://www.cian.ru/sale/flat/299517129/,4.0,9.0,3.0,57.4,20000000,Лефортово,55.744895799999995,37.70545212360704
168,homeowner,https://www.cian.ru/sale/flat/298773405/,3.0,23.0,1.0,27.9,12800000,Лефортово,55.7585445,37.685285
169,homeowner,https://www.cian.ru/sale/flat/297796119/,7.0,28.0,2.0,50.0,29400000,Лефортово,55.7516085,37.6992828
170,realtor,https://www.cian.ru/sale/flat/295727177/,19.0,23.0,3.0,84.8,31500000,Лефортово,55.75081925,37.706651667974654
171,homeowner,https://www.cian.ru/sale/flat/298296909/,7.0,14.0,3.0,87.0,21500000,Лефортово,55.7453464,37.70236578673334
172,homeowner,https://www.cian.ru/sale/flat/298608033/,11.0,27.0,2.0,38.3,16700000,Лефортово,55.7511034,37.70492647153816
173,homeowner,https://www.cian.ru/sale/flat/285299956/,6.0,33.0,3.0,80.0,29900000,Соколиная гора,55.7598466,37.7382543
175,homeowner,https://www.cian.ru/sale/flat/294694885/,4.0,16.0,1.0,32.5,18700000,Лефортово,55.7509638,37.6992843
176,realtor,https://www.cian.ru/sale/flat/298952972/,7.0,23.0,2.0,48.0,21500000,Лефортово,55.7585445,37.685285
178,realtor,https://www.cian.ru/sale/flat/299519328/,2.0,21.0,2.0,70.0,32000000,Лефортово,55.7585445,37.685285
179,unknown,https://www.cian.ru/sale/flat/297165597/,8.0,9.0,1.0,32.1,12000000,Лефортово,55.75277065,37.71106940442228
180,unknown,https://www.cian.ru/sale/flat/299408440/,13.0,27.0,4.0,97.0,35000000,Лефортово,55.7509339,37.70581703825712
181,real_estate_agent,https://www.cian.ru/sale/flat/298101055/,4.0,22.0,2.0,40.9,21900000,Лефортово,55.7515232,37.7036117
182,homeowner,https://www.cian.ru/sale/flat/296979920/,9.0,16.0,1.0,33.0,17700000,Лефортово,55.7509638,37.6992843
183,homeowner,https://www.cian.ru/sale/flat/296847130/,2.0,30.0,1.0,28.4,17950000,Лефортово,55.7515232,37.7036117
184,real_estate_agent,https://www.cian.ru/sale/flat/298243766/,14.0,14.0,2.0,53.0,17500000,Лефортово,55.7462434,37.7048567
185,realtor,https://www.cian.ru/sale/flat/297940940/,10.0,12.0,4.0,132.4,43900000,Лефортово,55.7532573,37.7157868
186,real_estate_agent,https://www.cian.ru/sale/flat/295332938/,24.0,29.0,1.0,35.0,17300000,Лефортово,55.7515232,37.7036117
187,homeowner,https://www.cian.ru/sale/flat/295245224/,9.0,23.0,4.0,136.0,53700000,Лефортово,55.7518984,37.697459048525346
188,realtor,https://www.cian.ru/sale/flat/298323789/,2.0,28.0,1.0,40.0,20590000,Лефортово,55.7516085,37.6992828
189,real_estate_agent,https://www.cian.ru/sale/flat/299256555/,2.0,28.0,2.0,47.9,26000000,Лефортово,55.7516085,37.6992828
190,realtor,https://www.cian.ru/sale/flat/297325072/,1.0,5.0,3.0,80.0,21950000,Лефортово,55.7501058,37.714856667341095
191,homeowner,https://www.cian.ru/sale/flat/297498323/,28.0,31.0,1.0,37.8,13099000,Перово,55.75214375,37.763199701419
192,homeowner,https://www.cian.ru/sale/flat/299016537/,5.0,7.0,1.0,34.0,18000000,Соколиная гора,55.7595858,37.7415183
193,homeowner,https://www.cian.ru/sale/flat/297539671/,13.0,16.0,1.0,30.0,16500000,Лефортово,55.7509638,37.6992843
194,unknown,https://www.cian.ru/sale/flat/298622644/,12.0,27.0,2.0,57.5,22890000,Лефортово,55.7515232,37.7036117
195,real_estate_agent,https://www.cian.ru/sale/flat/298781692/,7.0,14.0,3.0,73.5,21500000,Лефортово,55.7453464,37.70236578673334
196,unknown,https://www.cian.ru/sale/flat/294576801/,25.0,26.0,3.0,103.1,36540000,Лефортово,55.755748,37.7054757
197,realtor,https://www.cian.ru/sale/flat/295813644/,8.0,27.0,2.0,67.0,28000000,Лефортово,55.7519627,37.7020754
198,unknown,https://www.cian.ru/sale/flat/294557496/,25.0,26.0,2.0,65.0,27405000,Лефортово,55.755748,37.7054757
199,homeowner,https://www.cian.ru/sale/flat/293573292/,13.0,13.0,2.0,89.6,55000000,Лефортово,55.7523091,37.6992687
200,homeowner,https://www.cian.ru/sale/flat/296371533/,3.0,26.0,1.0,33.6,17600000,Лефортово,55.75081925,37.706651667974654
201,real_estate_agent,https://www.cian.ru/sale/flat/300009716/,2.0,14.0,2.0,59.0,28000000,Лефортово,55.7499848,37.69131651077525
202,real_estate_agent,https://www.cian.ru/sale/flat/293549176/,10.0,20.0,1.0,38.0,17500000,Лефортово,55.7516085,37.6992828
203,realtor,https://www.cian.ru/sale/flat/298721067/,2.0,9.0,2.0,66.7,33700000,Лефортово,55.7523091,37.6992687
204,unknown,https://www.cian.ru/sale/flat/299589111/,16.0,22.0,1.0,75.0,32000000,Лефортово,55.7509339,37.70581703825712
205,realtor,https://www.cian.ru/sale/flat/299007541/,24.0,26.0,1.0,35.0,17000000,Лефортово,55.75081925,37.706651667974654
206,homeowner,https://www.cian.ru/sale/flat/298354574/,9.0,26.0,2.0,56.0,26800000,Лефортово,55.75081925,37.706651667974654
207,realtor,https://www.cian.ru/sale/flat/295228209/,2.0,14.0,1.0,37.7,19000000,Лефортово,55.7547176,37.6911063
208,unknown,https://www.cian.ru/sale/flat/299002057/,10.0,20.0,1.0,31.0,15800000,Лефортово,55.7509339,37.70581703825712
209,real_estate_agent,https://www.cian.ru/sale/flat/296600154/,8.0,15.0,2.0,60.0,25900000,Лефортово,55.7482906,37.6889591
211,real_estate_agent,https://www.cian.ru/sale/flat/296270276/,13.0,26.0,3.0,97.0,35000000,Лефортово,55.7509339,37.70581703825712
212,unknown,https://www.cian.ru/sale/flat/297581738/,3.0,26.0,2.0,56.3,25000000,Лефортово,55.7502515,37.6846152
213,realtor,https://www.cian.ru/sale/flat/298982373/,11.0,29.0,1.0,36.0,20400000,Лефортово,55.7515232,37.7036117
214,real_estate_agent,https://www.cian.ru/sale/flat/292001606/,20.0,29.0,2.0,60.0,22700000,Лефортово,55.7515232,37.7036117
215,real_estate_agent,https://www.cian.ru/sale/flat/296649514/,4.0,12.0,3.0,76.4,31000000,Лефортово,55.7482906,37.6889591
216,homeowner,https://www.cian.ru/sale/flat/299019232/,15.0,22.0,4.0,121.8,55000000,Лефортово,55.7513887,37.7053792
217,real_estate_agent,https://www.cian.ru/sale/flat/298268462/,10.0,22.0,2.0,67.2,26000000,Лефортово,55.7513887,37.7053792
218,realtor,https://www.cian.ru/sale/flat/298461651/,26.0,26.0,2.0,58.0,27000000,Лефортово,55.75081925,37.706651667974654
219,developer,https://www.cian.ru/sale/flat/299813202/,2.0,24.0,2.0,72.1,30222250,Нагатинский затон,55.68363625,37.70052543619818
220,real_estate_agent,https://www.cian.ru/sale/flat/298017635/,10.0,20.0,2.0,63.0,28999999,Даниловский,55.706447,37.65209268108206
221,developer,https://www.cian.ru/sale/flat/299905776/,4.0,6.0,1.0,42.4,24066777,Нагатинский затон,55.6657173,37.6596192
223,developer,https://www.cian.ru/sale/flat/299905766/,2.0,24.0,3.0,97.2,43991195,Нагатинский затон,55.68363625,37.70052543619818
224,real_estate_agent,https://www.cian.ru/sale/flat/299012463/,2.0,20.0,1.0,53.1,18000000,Даниловский,55.69270305,37.663758349999995
225,developer,https://www.cian.ru/sale/flat/298008765/,2.0,16.0,2.0,55.54,21793896,Даниловский,55.7048888,37.653208
226,realtor,https://www.cian.ru/sale/flat/272426677/,2.0,4.0,4.0,30.0,13990000,Даниловский,55.7037516,37.6411557
227,developer,https://www.cian.ru/sale/flat/297989215/,3.0,20.0,2.0,42.44,17540350,Даниловский,55.706447,37.65209268108206
228,real_estate_agent,https://www.cian.ru/sale/flat/293088942/,13.0,18.0,1.0,49.7,29999999,Даниловский,55.698875599999994,37.638616642730724
229,developer,https://www.cian.ru/sale/flat/298279037/,7.0,28.0,2.0,58.1,24480086,Даниловский,55.707253,37.643517
230,unknown,https://www.cian.ru/sale/flat/298785124/,12.0,16.0,2.0,57.86,25700000,Даниловский,55.717886,37.6603019
231,developer,https://www.cian.ru/sale/flat/294819733/,2.0,10.0,1.0,36.0,15261250,Даниловский,55.7048888,37.653208
232,realtor,https://www.cian.ru/sale/flat/299434812/,8.0,9.0,2.0,40.0,15900000,Даниловский,55.7165053,37.6635575
233,developer,https://www.cian.ru/sale/flat/299518143/,4.0,20.0,1.0,39.79,17688278,Даниловский,55.706447,37.65209268108206
234,real_estate_agent,https://www.cian.ru/sale/flat/299722013/,2.0,14.0,4.0,101.9,76000000,Даниловский,55.7178546,37.6530453
235,developer,https://www.cian.ru/sale/flat/296465125/,8.0,28.0,1.0,40.7,18169619,Даниловский,55.707253,37.643517
236,real_estate_agent,https://www.cian.ru/sale/flat/299722015/,9.0,9.0,4.0,162.6,122000000,Даниловский,55.7178546,37.6530453
237,developer,https://www.cian.ru/sale/flat/298008535/,5.0,16.0,3.0,69.74,26452382,Даниловский,55.7048888,37.653208
238,real_estate_agent,https://www.cian.ru/sale/flat/299725825/,2.0,29.0,3.0,117.2,84500000,Даниловский,55.7178546,37.6530453
239,developer,https://www.cian.ru/sale/flat/297989168/,8.0,20.0,3.0,60.49,24704174,Даниловский,55.706447,37.65209268108206
240,realtor,https://www.cian.ru/sale/flat/299862540/,8.0,9.0,2.0,45.0,16100000,Нагатино-Садовники,55.68191955,37.64723989656308
241,developer,https://www.cian.ru/sale/flat/293204006/,5.0,16.0,3.0,86.1,36898585,Даниловский,55.697185000000005,37.63355765111619
242,real_estate_agent,https://www.cian.ru/sale/flat/298372126/,12.0,14.0,3.0,124.0,115000000,Даниловский,55.6999729,37.631966
243,developer,https://www.cian.ru/sale/flat/299991830/,18.0,24.0,4.0,136.1,67100354,Нагатинский затон,55.68363625,37.70052543619818
246,real_estate_agent,https://www.cian.ru/sale/flat/299617369/,7.0,7.0,2.0,78.7,22000000,Южнопортовый,55.7015356,37.6764868
247,real_estate_agent,https://www.cian.ru/sale/flat/298264171/,7.0,9.0,2.0,39.5,12700000,Южнопортовый,55.7047187,37.6739221
248,developer,https://www.cian.ru/sale/flat/297989230/,12.0,20.0,1.0,24.93,14510730,Даниловский,55.706447,37.65209268108206
249,real_estate_agent,https://www.cian.ru/sale/flat/299469852/,4.0,29.0,1.0,46.3,19955000,Даниловский,55.7178546,37.6530453
250,developer,https://www.cian.ru/sale/flat/296464972/,21.0,28.0,1.0,22.8,12951106,Даниловский,55.707253,37.643517
251,realtor,https://www.cian.ru/sale/flat/299971796/,14.0,19.0,4.0,145.0,71000000,Даниловский,55.717886,37.6603019
252,developer,https://www.cian.ru/sale/flat/297989313/,16.0,20.0,4.0,86.62,34171431,Даниловский,55.706447,37.65209268108206
253,developer,https://www.cian.ru/sale/flat/293204000/,3.0,16.0,4.0,101.8,47920110,Даниловский,55.697185000000005,37.63355765111619
254,developer,https://www.cian.ru/sale/flat/299813174/,18.0,24.0,5.0,159.9,83455068,Нагатинский затон,55.68363625,37.70052543619818
257,real_estate_agent,https://www.cian.ru/sale/flat/293569046/,31.0,40.0,3.0,60.0,30500000,Даниловский,55.6986947,37.6397278
258,developer,https://www.cian.ru/sale/flat/299950412/,2.0,6.0,3.0,94.6,45107145,Нагатинский затон,55.6657173,37.6596192
259,real_estate_agent,https://www.cian.ru/sale/flat/298484246/,14.0,16.0,4.0,127.0,76200000,Даниловский,55.7079126,37.6558746
260,developer,https://www.cian.ru/sale/flat/299813199/,8.0,24.0,1.0,58.2,27657895,Нагатинский затон,55.68363625,37.70052543619818
261,homeowner,https://www.cian.ru/sale/flat/296115338/,14.0,40.0,3.0,88.0,39000000,Даниловский,55.6986947,37.6397278
262,developer,https://www.cian.ru/sale/flat/299950408/,14.0,24.0,3.0,111.3,56825620,Нагатинский затон,55.68363625,37.70052543619818
263,homeowner,https://www.cian.ru/sale/flat/297303111/,4.0,22.0,1.0,45.0,22000000,Даниловский,55.6986947,37.6397278
264,developer,https://www.cian.ru/sale/flat/299950403/,13.0,24.0,2.0,73.2,36352614,Нагатинский затон,55.68363625,37.70052543619818
265,real_estate_agent,https://www.cian.ru/sale/flat/297506847/,2.0,2.0,1.0,40.0,9900000,Даниловский,55.7037516,37.6411557
266,developer,https://www.cian.ru/sale/flat/299813205/,4.0,24.0,2.0,73.6,34883952,Нагатинский затон,55.68363625,37.70052543619818
267,realtor,https://www.cian.ru/sale/flat/272423402/,2.0,4.0,1.0,20.3,9990000,Даниловский,55.7037516,37.6411557
268,developer,https://www.cian.ru/sale/flat/299950410/,21.0,24.0,5.0,162.2,87420223,Нагатинский затон,55.68363625,37.70052543619818
269,real_estate_agent,https://www.cian.ru/sale/flat/298830648/,3.0,7.0,4.0,100.0,28000000,Южнопортовый,55.70618785,37.6689235
270,unknown,https://www.cian.ru/sale/flat/300077283/,10.0,16.0,2.0,41.9,13900000,Даниловский,55.7010917,37.6420665
272,real_estate_agent,https://www.cian.ru/sale/flat/296047534/,7.0,8.0,3.0,139.0,45999000,Даниловский,55.7124791,37.6444538
273,developer,https://www.cian.ru/sale/flat/293356243/,13.0,15.0,3.0,109.6,57144015,Даниловский,55.6987759,37.63075230152488
274,realtor,https://www.cian.ru/sale/flat/299924635/,11.0,29.0,3.0,76.0,43900000,Даниловский,55.7178546,37.6530453
275,developer,https://www.cian.ru/sale/flat/293736453/,28.0,40.0,2.0,60.6,29968760,Даниловский,55.6986947,37.6397278
276,real_estate_agent,https://www.cian.ru/sale/flat/295409684/,13.0,15.0,2.0,73.0,25900000,Даниловский,55.688934599999996,37.65560334570766
277,developer,https://www.cian.ru/sale/flat/293204019/,11.0,16.0,1.0,41.6,21999910,Даниловский,55.700588,37.6362054
278,real_estate_agent,https://www.cian.ru/sale/flat/298016348/,6.0,9.0,2.0,37.6,11900000,Южнопортовый,55.70329185,37.67585746727717
279,developer,https://www.cian.ru/sale/flat/297462881/,18.0,28.0,3.0,82.6,42344724,Даниловский,55.707253,37.643517
280,realtor,https://www.cian.ru/sale/flat/299942642/,9.0,9.0,1.0,33.0,11990000,Нагатино-Садовники,55.6814599,37.64506335
281,developer,https://www.cian.ru/sale/flat/297970381/,13.0,16.0,2.0,60.52,25472868,Даниловский,55.7048888,37.653208
283,developer,https://www.cian.ru/sale/flat/297960361/,2.0,16.0,1.0,50.54,20266540,Даниловский,55.7048888,37.653208
284,real_estate_agent,https://www.cian.ru/sale/flat/298198335/,8.0,26.0,1.0,22.8,11299000,Даниловский,55.707253,37.643517
285,developer,https://www.cian.ru/sale/flat/296357303/,10.0,23.0,2.0,35.2,9910350,Печатники,55.6946059,37.727363
286,real_estate_agent,https://www.cian.ru/sale/flat/295285227/,2.0,17.0,2.0,52.3,18990000,Даниловский,55.6938917,37.6303564
287,developer,https://www.cian.ru/sale/flat/296357269/,6.0,23.0,3.0,44.9,11797705,Печатники,55.6946059,37.727363
288,real_estate_agent,https://www.cian.ru/sale/flat/299334625/,22.0,22.0,2.0,58.3,20900000,Южнопортовый,55.699743749999996,37.68373095263924
289,developer,https://www.cian.ru/sale/flat/297970382/,13.0,16.0,1.0,47.15,20821440,Даниловский,55.7048888,37.653208
290,real_estate_agent,https://www.cian.ru/sale/flat/294659334/,14.0,15.0,3.0,73.0,26300000,Даниловский,55.688934599999996,37.65560334570766
291,developer,https://www.cian.ru/sale/flat/297989412/,10.0,20.0,2.0,75.06,32364671,Даниловский,55.706447,37.65209268108206
292,real_estate_agent,https://www.cian.ru/sale/flat/299349779/,11.0,17.0,2.0,66.3,29500000,Нагатино-Садовники,55.6825566,37.64322653804777
293,developer,https://www.cian.ru/sale/flat/297989307/,3.0,20.0,2.0,64.1,24374717,Даниловский,55.706447,37.65209268108206
295,developer,https://www.cian.ru/sale/flat/294820031/,11.0,16.0,3.0,75.25,29896825,Даниловский,55.7048888,37.653208
296,real_estate_agent,https://www.cian.ru/sale/flat/295055352/,3.0,14.0,3.0,68.0,31000000,Даниловский,55.6991372,37.6346406
297,developer,https://www.cian.ru/sale/flat/294639078/,6.0,16.0,4.0,109.1,48711840,Даниловский,55.700588,37.6362054
298,real_estate_agent,https://www.cian.ru/sale/flat/299506592/,4.0,5.0,3.0,77.0,25300000,Даниловский,55.70155115,37.65907011102388
299,developer,https://www.cian.ru/sale/flat/297989205/,2.0,20.0,3.0,97.4,32462588,Даниловский,55.706447,37.65209268108206
300,real_estate_agent,https://www.cian.ru/sale/flat/300063670/,38.0,40.0,2.0,60.0,28900000,Даниловский,55.6986947,37.6397278
301,developer,https://www.cian.ru/sale/flat/294819747/,6.0,10.0,3.0,103.66,40541426,Даниловский,55.7048888,37.653208
302,real_estate_agent,https://www.cian.ru/sale/flat/294661892/,17.0,18.0,4.0,100.0,54000000,Даниловский,55.6903857,37.656749
303,developer,https://www.cian.ru/sale/flat/297989178/,11.0,20.0,1.0,27.87,16124857,Даниловский,55.706447,37.65209268108206
304,real_estate_agent,https://www.cian.ru/sale/flat/297078425/,3.0,20.0,2.0,70.0,28400000,Даниловский,55.68980365,37.65583458955335
307,developer,https://www.cian.ru/sale/flat/297989282/,17.0,20.0,4.0,80.83,37654574,Даниловский,55.706447,37.65209268108206
308,real_estate_agent,https://www.cian.ru/sale/flat/295735855/,4.0,19.0,3.0,82.2,40000000,Даниловский,55.717886,37.6603019
309,developer,https://www.cian.ru/sale/flat/297989458/,20.0,20.0,4.0,136.47,90203531,Даниловский,55.706447,37.65209268108206
311,developer,https://www.cian.ru/sale/flat/297462558/,20.0,28.0,1.0,24.3,13766241,Даниловский,55.707253,37.643517
313,developer,https://www.cian.ru/sale/flat/294892315/,11.0,14.0,1.0,21.5,15495286,Даниловский,55.6987759,37.63075230152488
314,real_estate_agent,https://www.cian.ru/sale/flat/297259085/,5.0,19.0,2.0,75.0,35500000,Даниловский,55.717886,37.6603019
316,real_estate_agent,https://www.cian.ru/sale/flat/297219896/,4.0,18.0,3.0,77.0,38000000,Даниловский,55.717886,37.6603019
317,representative_developer,https://www.cian.ru/sale/flat/297343200/,22.0,32.0,1.0,17.2,8802000,Печатники,55.6946059,37.727363
318,homeowner,https://www.cian.ru/sale/flat/296125330/,15.0,40.0,1.0,44.98,22500000,Даниловский,55.6986947,37.6397278
319,developer,https://www.cian.ru/sale/flat/297848046/,11.0,15.0,2.0,62.1,23919757,Даниловский,55.7010917,37.6420665
320,real_estate_agent,https://www.cian.ru/sale/flat/276634299/,8.0,8.0,4.0,185.0,70000000,Даниловский,55.7124791,37.6444538
321,developer,https://www.cian.ru/sale/flat/297970279/,2.0,16.0,1.0,52.34,21469868,Даниловский,55.7048888,37.653208
322,real_estate_agent,https://www.cian.ru/sale/flat/295400535/,5.0,16.0,1.0,35.2,17900000,Даниловский,55.697185000000005,37.63355765111619
323,developer,https://www.cian.ru/sale/flat/293204298/,10.0,15.0,3.0,113.5,58728078,Даниловский,55.6987759,37.63075230152488
324,realtor,https://www.cian.ru/sale/flat/299386199/,5.0,15.0,2.0,55.0,28500000,Даниловский,55.6872317,37.6532428
325,developer,https://www.cian.ru/sale/flat/298008458/,6.0,16.0,1.0,46.12,19218204,Даниловский,55.7048888,37.653208
326,realtor,https://www.cian.ru/sale/flat/299998894/,18.0,40.0,3.0,86.4,36999000,Даниловский,55.6986947,37.6397278
327,developer,https://www.cian.ru/sale/flat/293356259/,18.0,22.0,2.0,59.3,37950043,Даниловский,55.6986947,37.6397278
329,developer,https://www.cian.ru/sale/flat/293637038/,9.0,15.0,3.0,106.6,55072544,Даниловский,55.6987759,37.63075230152488
330,real_estate_agent,https://www.cian.ru/sale/flat/299963406/,4.0,8.0,2.0,43.0,23200000,Даниловский,55.70110835,37.661447400774136
332,developer,https://www.cian.ru/sale/flat/296831929/,27.0,27.0,2.0,68.77,34856322,Даниловский,55.7178546,37.6530453
333,unknown,https://www.cian.ru/sale/flat/299947352/,6.0,6.0,3.0,69.0,31400000,Южнопортовый,55.7119271,37.666691
335,developer,https://www.cian.ru/sale/flat/298008868/,10.0,16.0,1.0,40.49,18459391,Даниловский,55.7048888,37.653208
336,real_estate_agent,https://www.cian.ru/sale/flat/294261989/,4.0,17.0,2.0,68.0,22900000,Даниловский,55.70429595,37.66665983037717
337,developer,https://www.cian.ru/sale/flat/298027316/,6.0,10.0,1.0,52.72,21499216,Даниловский,55.7048888,37.653208
338,real_estate_agent,https://www.cian.ru/sale/flat/299991175/,2.0,29.0,3.0,106.7,84500000,Даниловский,55.7178546,37.6530453
339,developer,https://www.cian.ru/sale/flat/298027351/,13.0,16.0,2.0,61.72,26619836,Даниловский,55.7048888,37.653208
340,realtor,https://www.cian.ru/sale/flat/299961735/,7.0,35.0,1.0,25.2,13700000,Даниловский,55.6947603,37.6567152
341,developer,https://www.cian.ru/sale/flat/297970397/,3.0,16.0,1.0,36.57,15637332,Даниловский,55.7048888,37.653208
343,realtor,https://www.cian.ru/sale/flat/300002914/,24.0,29.0,2.0,72.0,43000000,Даниловский,55.7178546,37.6530453
344,developer,https://www.cian.ru/sale/flat/298027358/,15.0,16.0,2.0,93.28,35922128,Даниловский,55.7048888,37.653208
345,real_estate_agent,https://www.cian.ru/sale/flat/295791648/,12.0,29.0,2.0,71.7,33500000,Даниловский,55.7178546,37.6530453
347,real_estate_agent,https://www.cian.ru/sale/flat/292519308/,3.0,5.0,2.0,57.0,25000000,Даниловский,55.7150049,37.6604496
348,developer,https://www.cian.ru/sale/flat/294939307/,16.0,16.0,2.0,70.28,39500322,Даниловский,55.7178546,37.6530453
349,real_estate_agent,https://www.cian.ru/sale/flat/299741342/,2.0,16.0,1.0,37.4,16300000,Даниловский,55.700588,37.6362054
350,developer,https://www.cian.ru/sale/flat/293203838/,5.0,16.0,2.0,64.3,29666798,Даниловский,55.697156,37.634997
351,unknown,https://www.cian.ru/sale/flat/300028414/,2.0,28.0,4.0,96.0,30000000,Даниловский,55.6938917,37.6303564
352,developer,https://www.cian.ru/sale/flat/296359230/,5.0,13.0,2.0,50.3,12995517,Печатники,55.6946059,37.727363
354,real_estate_agent,https://www.cian.ru/sale/flat/298792032/,12.0,20.0,2.0,63.0,37000000,Даниловский,55.698875599999994,37.638616642730724
355,developer,https://www.cian.ru/sale/flat/293204344/,4.0,15.0,1.0,40.1,22181395,Даниловский,55.6987759,37.63075230152488
357,developer,https://www.cian.ru/sale/flat/296357258/,12.0,13.0,2.0,36.1,9464079,Печатники,55.6946059,37.727363
358,real_estate_agent,https://www.cian.ru/sale/flat/284708774/,2.0,29.0,1.0,39.2,20900000,Даниловский,55.7176194,37.6637065
